Profile,Data set,Iteration,Function name,Calls,Calls (relative),Self time,Self time (relative),Proportion,Proportion (relative)
"TopN_Outlier_Pruning_Block_SORTED","pendigits","average","set_num_vectors",2,1.96996861642997e-07,0.00333333333333333,0.00036231884057971,0.0366666666666667,0.000366373567812417
"TopN_Outlier_Pruning_Block_SORTED","pendigits","average","sort_block_scores_descending",275,2.70870684759121e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","pendigits","average","test",1,9.84984308214986e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","pendigits","average","top_n_outlier_pruning_block",1,9.84984308214986e-08,0.716666666666667,0.0778985507246376,7.80666666666667,0.0780042632560618
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","add_neighbour",5075808,0.499959123151209,0.596666666666667,0.0615966964900206,6.17333333333333,0.0616819317235637
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","best_outliers",275,2.70870684759121e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","distance_squared",5075808,0.499959123151209,8.28666666666667,0.855471438403303,85.6,0.855287260616153
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","merge",275,2.70870684759121e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","read_vardump",1,9.84984308214986e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","set_num_vectors",2,1.96996861642997e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","sort_block_scores_descending",275,2.70870684759121e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","test",1,9.84984308214986e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","pendigits","average","top_n_outlier_pruning_block",1,9.84984308214986e-08,0.803333333333333,0.0829318651066758,8.31,0.0830308076602831
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","add_neighbour",40576504,0.499996297145577,0.65,0.00944127045608599,0.943333333333333,0.00942516485712382
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","best_outliers",298,3.67204864542746e-06,0.0133333333333333,0.000193667086278687,0.0133333333333333,0.000133217877839206
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","distance_squared",40576504,0.499996297145577,67.6066666666667,0.981988960976082,98.2933333333333,0.982082195430627
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","merge",298,3.67204864542746e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","read_vardump",1,1.23223108906962e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","set_num_vectors",2,2.46446217813924e-08,0.0366666666666667,0.000532584487266389,0.05,0.000499567041897023
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","test",1,1.23223108906962e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex10k","average","top_n_outlier_pruning_block",1,1.23223108906962e-08,0.54,0.00784351699428682,0.786666666666667,0.00785985479251315
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","add_neighbour",40761618,0.499995369461242,0.666666666666667,0.00983574309039048,0.98,0.0097924924224761
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","best_outliers",250,3.06658195867766e-06,0.01,0.000147536146355857,0.01,9.99233920660827e-05
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","distance_squared",40761618,0.499995369461242,66.1266666666667,0.975607357135832,97.6433333333333,0.975685307930586
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","merge",250,3.06658195867766e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","read_vardump",1,1.22663278347106e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","set_num_vectors",2,2.45326556694213e-08,0.0366666666666667,0.000540965869971476,0.0533333333333333,0.000532924757685774
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","sort_block_scores_descending",250,3.06658195867766e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","test",1,1.22663278347106e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex10k","average","top_n_outlier_pruning_block",1,1.22663278347106e-08,0.94,0.0138683977574506,1.39,0.0138893514971855
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","add_neighbour",40761618,0.499995369461242,5.40666666666667,0.0742639989011492,7.43666666666667,0.0743072208899547
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","best_outliers",250,3.06658195867766e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","distance_squared",40761618,0.499995369461242,66.2433333333333,0.909894235611923,91.0566666666667,0.909838795630163
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","merge",250,3.06658195867766e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","read_vardump",1,1.22663278347106e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","set_num_vectors",2,2.45326556694213e-08,0.0366666666666667,0.000503639943226043,0.05,0.000499600319744205
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","sort_block_scores_descending",250,3.06658195867766e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","test",1,1.22663278347106e-08,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex10k","average","top_n_outlier_pruning_block",1,1.22663278347106e-08,1.11666666666667,0.0153381255437022,1.53666666666667,0.0153543831601386
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","add_neighbour",560749,0.499829304534082,0.00666666666666667,0.00716845878136198,0.713333333333333,0.00712668176368723
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","best_outliers",189,0.000168467065580039,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","distance_squared",560749,0.499829304534082,0.916666666666667,0.985663082437272,98.6566666666667,0.985646729718929
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","merge",189,0.000168467065580039,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","read_vardump",1,8.91360135344123e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","set_num_vectors",2,1.78272027068825e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","test",1,8.91360135344123e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex1k","average","top_n_outlier_pruning_block",1,8.91360135344123e-07,0.00666666666666667,0.00716845878136198,0.723333333333333,0.00722658851738378
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","add_neighbour",578806,0.4999654484958,0.00333333333333333,0.00344827586206895,0.34,0.00339728217426059
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","best_outliers",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","distance_squared",578806,0.4999654484958,0.953333333333333,0.986206896551721,98.7066666666667,0.986277644551026
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","merge",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","read_vardump",1,8.63787604993383e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","set_num_vectors",2,1.72757520998677e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","sort_block_scores_descending",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","test",1,8.63787604993383e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex1k","average","top_n_outlier_pruning_block",1,8.63787604993383e-07,0.01,0.0103448275862069,1.03333333333333,0.0103250732747136
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","add_neighbour",578806,0.4999654484958,0.04,0.0393442622950818,3.94666666666667,0.0394338051623647
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","best_outliers",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","distance_squared",578806,0.4999654484958,0.956666666666667,0.940983606557374,94.1733333333333,0.940949208992506
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","merge",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","read_vardump",1,8.63787604993383e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","set_num_vectors",2,1.72757520998677e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","sort_block_scores_descending",25,2.15946901248346e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","test",1,8.63787604993383e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex1k","average","top_n_outlier_pruning_block",1,8.63787604993383e-07,0.02,0.0196721311475409,1.96333333333333,0.0196169858451291
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","add_neighbour",170986803,0.499998744058273,2.35666666666667,0.00813139038724741,0.816666666666667,0.00815932327571852
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","best_outliers",427,1.24863123917746e-06,0.04,0.000138015112654836,0.0133333333333333,0.000133213441236221
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","distance_squared",170986803,0.499998744058273,285.26,0.984254775897961,98.5166666666667,0.984280813934126
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","merge",427,1.24863123917746e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","read_vardump",1,2.92419493952567e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","set_num_vectors",2,5.84838987905135e-09,0.13,0.000448549116128216,0.0433333333333333,0.000432943684017717
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","test",1,2.92419493952567e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex20k","average","top_n_outlier_pruning_block",1,2.92419493952567e-09,2.03666666666667,0.00702726948600872,0.7,0.00699370566490159
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","add_neighbour",171381493,0.499997804615064,2.62333333333333,0.00921071110903048,0.923333333333333,0.00922625986743497
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","best_outliers",500,1.45872753196013e-06,0.0533333333333333,0.000187257150882449,0.0166666666666667,0.000166538986776805
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","distance_squared",171381493,0.499997804615064,277.673333333333,0.974930948925612,97.57,0.974952536388769
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","merge",500,1.45872753196013e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","read_vardump",1,2.91745506392026e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","set_num_vectors",2,5.83491012784052e-09,0.163333333333333,0.000573475024577501,0.0566666666666667,0.000566232555041135
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","sort_block_scores_descending",500,1.45872753196013e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","test",1,2.91745506392026e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex20k","average","top_n_outlier_pruning_block",1,2.91745506392026e-09,4.3,0.0150976077898975,1.51,0.0150884322019785
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","add_neighbour",171381493,0.499997804615064,22.4933333333333,0.0735685316820025,7.36,0.0735387177352206
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","best_outliers",500,1.45872753196013e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","distance_squared",171381493,0.499997804615064,278.303333333333,0.910241594348262,91.1,0.910241465445462
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","merge",500,1.45872753196013e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","read_vardump",1,2.91745506392026e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","set_num_vectors",2,5.83491012784052e-09,0.113333333333333,0.00037067724913872,0.04,0.000399666944213156
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","sort_block_scores_descending",500,1.45872753196013e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","test",1,2.91745506392026e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex20k","average","top_n_outlier_pruning_block",1,2.91745506392026e-09,4.83666666666667,0.0158191967205966,1.58333333333333,0.0158201498751041
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","add_neighbour",378443135,0.499999550130968,5.49666666666667,0.00856014161350104,0.856666666666667,0.00855924865116899
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","best_outliers",338,4.46566028854684e-07,0.09,0.000140159990033067,0.01,9.99134083794045e-05
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","distance_squared",378443135,0.499999550130968,631.506666666667,0.98346631228684,98.44,0.983547592086858
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","merge",338,4.46566028854684e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","read_vardump",1,1.32120126880084e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","set_num_vectors",2,2.64240253760168e-09,0.33,0.00051391996345458,0.05,0.000499567041897023
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","test",1,1.32120126880084e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex30k","average","top_n_outlier_pruning_block",1,1.32120126880084e-09,4.7,0.0073194661461713,0.73,0.00729367881169653
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","add_neighbour",379017443,0.499998512605862,5.55333333333333,0.00882948390447622,0.883333333333333,0.00882627231548095
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","best_outliers",750,9.89397431121386e-07,0.0966666666666667,0.000153694497736981,0.0166666666666667,0.000166533439914735
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","distance_squared",379017443,0.499998512605862,613.463333333333,0.975371781690215,97.6166666666667,0.975386357580602
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","merge",750,9.89397431121386e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","read_vardump",1,1.31919657482851e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","set_num_vectors",2,2.63839314965703e-09,0.343333333333333,0.000545880457479622,0.0533333333333333,0.000532907007727152
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","sort_block_scores_descending",750,9.89397431121386e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","test",1,1.31919657482851e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex30k","average","top_n_outlier_pruning_block",1,1.31919657482851e-09,9.49666666666667,0.0150991594500917,1.51,0.015087929656275
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","add_neighbour",379017443,0.499998512605862,49.3633333333333,0.0730432123427196,7.31,0.0730367015253447
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","best_outliers",750,9.89397431121386e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","distance_squared",379017443,0.499998512605862,615.316666666667,0.910487661719517,91.1266666666667,0.910477586092053
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","merge",750,9.89397431121386e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","read_vardump",1,1.31919657482851e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","set_num_vectors",2,2.63839314965703e-09,0.286666666666667,0.00042418233921763,0.0433333333333333,0.00043295810297742
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","sort_block_scores_descending",750,9.89397431121386e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","test",1,1.31919657482851e-09,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex30k","average","top_n_outlier_pruning_block",1,1.31919657482851e-09,10.8433333333333,0.0160449435985459,1.60666666666667,0.0160527542796243
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","add_neighbour",535871046,0.499999645903866,7.56333333333333,0.00832229928734123,0.833333333333333,0.0083258400772638
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","best_outliers",377,3.51763484727924e-07,0.13,0.000143045249980744,0.0133333333333333,0.000133213441236221
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","distance_squared",535871046,0.499999645903866,894.413333333333,0.984165991175208,98.5066666666667,0.984180903853199
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","merge",377,3.51763484727924e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","read_vardump",1,9.33059641188127e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","set_num_vectors",2,1.86611928237625e-09,0.41,0.000451142711477731,0.0466666666666667,0.000466247044326773
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","test",1,9.33059641188127e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","runningex40k","average","top_n_outlier_pruning_block",1,9.33059641188127e-10,6.28666666666667,0.00691752157599187,0.69,0.00689379558397442
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","add_neighbour",536452760,0.499998599601024,7.07333333333333,0.00792438597211901,0.793333333333333,0.00792725577057589
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","best_outliers",1000,9.32045907641567e-07,0.13,0.00014564140099559,0.0133333333333333,0.000133231189421444
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","distance_squared",536452760,0.499998599601024,870.076666666667,0.974762959283892,97.5533333333333,0.974785997401992
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","merge",1000,9.32045907641567e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","read_vardump",1,9.32045907641567e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","set_num_vectors",2,1.86409181528313e-09,0.48,0.000537752865214485,0.0533333333333333,0.000532924757685774
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","sort_block_scores_descending",1000,9.32045907641567e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","test",1,9.32045907641567e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","runningex40k","average","top_n_outlier_pruning_block",1,9.32045907641567e-10,14.8433333333333,0.0166292604777785,1.66333333333333,0.0166205908803251
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","add_neighbour",536452760,0.499998599601024,69.1233333333333,0.0721264377810782,7.22,0.0721398834304746
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","best_outliers",1000,9.32045907641567e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","distance_squared",536452760,0.499998599601024,871.393333333333,0.909251536473641,91,0.909242298084929
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","merge",1000,9.32045907641567e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","read_vardump",1,9.32045907641567e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","set_num_vectors",2,1.86409181528313e-09,0.383333333333333,0.000399987478652842,0.04,0.000399666944213156
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","sort_block_scores_descending",1000,9.32045907641567e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","test",1,9.32045907641567e-10,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","runningex40k","average","top_n_outlier_pruning_block",1,9.32045907641567e-10,17.4633333333333,0.0182220382666282,1.82333333333333,0.018218151540383
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","add_neighbour",984890,0.499877427531248,0.0266666666666667,0.016359918200409,1.63666666666667,0.0163519499117461
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","best_outliers",239,0.000121303602615488,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","distance_squared",984890,0.499877427531248,1.59333333333333,0.977505112474436,97.84,0.977520231791388
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","merge",239,0.000121303602615488,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","read_vardump",1,5.0754645445811e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","set_num_vectors",2,1.01509290891622e-06,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","test",1,5.0754645445811e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_NO_BLOCKING","segmentation","average","top_n_outlier_pruning_block",1,5.0754645445811e-07,0.01,0.00613496932515336,0.613333333333333,0.00612781829686615
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","add_neighbour",1033012,0.499960313388714,0.0366666666666667,0.020754716981132,1.99666666666667,0.0199513706158612
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","best_outliers",53,2.56511024166242e-05,0.00333333333333333,0.00188679245283019,0.0966666666666667,0.000965926123305466
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","distance_squared",1033012,0.499960313388714,1.69,0.956603773584904,95.8966666666667,0.958232022116377
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","merge",53,2.56511024166242e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","read_vardump",1,4.83983064464608e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","set_num_vectors",2,9.67966128929217e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","sort_block_scores_descending",53,2.56511024166242e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","test",1,4.83983064464608e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_SORTED","segmentation","average","top_n_outlier_pruning_block",1,4.83983064464608e-07,0.0366666666666667,0.020754716981132,2.08666666666667,0.0208506811444559
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","add_neighbour",1033012,0.499960313388714,0.173333333333333,0.0938628158844764,9.41333333333333,0.0940580868638423
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","best_outliers",53,2.56511024166242e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","distance_squared",1033012,0.499960313388714,1.62333333333333,0.879061371841154,87.96,0.878896882494005
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","merge",53,2.56511024166242e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","read_vardump",1,4.83983064464608e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","set_num_vectors",2,9.67966128929217e-07,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","sort_block_scores_descending",53,2.56511024166242e-05,0,0,0,0
"TopN_Outlier_Pruning_Block_UNSORTED","segmentation","average","test",1,4.83983064464608e-07,0.00333333333333333,0.00180505415162455,0.18,0.00179856115107914
